MotorID,Brand,Category,SubCategory,MotorType,MotorSize,KV_Rating,MaxCurrent_A,MaxPower_W,ShaftDiameter_mm,MountPattern_mm,RecommendedPropSize,CompatibleDroneType,IntendedUse
MTR-0394,Cobra,Motors,Brushless Motor,Brushless Outrunner,2507,2300,35,400,2,12x12,6 inch,FPV,Long Range FPV
MTR-0395,BrotherHobby,Motors,Brushless Motor,Brushless Outrunner,2507,1500,35,1000,1.5,12x12,4 inch,FPV,Freestyle FPV
MTR-0396,Lumenier,Motors,Brushless Motor,Brushless Outrunner,1404,2300,25,1200,5,9x9,2 inch,FPV,Indoor FPV
MTR-0397,iFlight,Motors,Brushless Motor,Brushless Outrunner,2004,1500,35,500,1.5,19x19,2 inch,FPV,Indoor FPV
MTR-0398,SunnySky,Motors,Brushless Motor,Brushless Outrunner,2407,2100,60,400,5,16x16,3 inch,FPV,Cinematic FPV
MTR-0399,Foxeer,Motors,Brushless Motor,Brushless Outrunner,2205,2300,45,500,1.5,19x19,6 inch,FPV,Long Range FPV
MTR-0400,HGLRC,Motors,Brushless Motor,Brushless Outrunner,1204,2300,50,650,1.5,19x19,4 inch,FPV,Freestyle FPV
MTR-0401,GEPRC,Motors,Brushless Motor,Brushless Outrunner,1806,2450,30,400,4,12x12,2 inch,FPV,Indoor FPV
MTR-0402,SunnySky,Motors,Brushless Motor,Brushless Outrunner,2205,2550,45,400,1.5,9x9,8 inch,Industrial,Heavy Lift UAV
MTR-0403,Cobra,Motors,Brushless Motor,Brushless Outrunner,1404,1900,35,650,5,19x19,5 inch,FPV,Freestyle FPV
MTR-0404,T-Motor,Motors,Brushless Motor,Brushless Outrunner,1404,2550,45,300,3,12x12,6 inch,FPV,Long Range FPV
MTR-0405,SunnySky,Motors,Brushless Motor,Brushless Outrunner,2205,1700,35,300,3,16x16,2 inch,FPV,Indoor FPV
MTR-0406,XNova,Motors,Brushless Motor,Brushless Outrunner,2207,2300,40,500,3,9x9,7 inch,FPV,Long Range FPV
MTR-0407,AxisFlying,Motors,Brushless Motor,Brushless Outrunner,1507,1900,30,300,3,19x19,6 inch,FPV,Long Range FPV
MTR-0408,AxisFlying,Motors,Brushless Motor,Brushless Outrunner,2205,2300,35,400,1.5,16x16,7 inch,FPV,Long Range FPV
MTR-0409,SunnySky,Motors,Brushless Motor,Brushless Outrunner,2205,1700,50,1000,3,19x19,7 inch,FPV,Long Range FPV
MTR-0410,XNova,Motors,Brushless Motor,Brushless Outrunner,2205,2650,20,1200,4,16x16,4 inch,FPV,Freestyle FPV
MTR-0411,iFlight,Motors,Brushless Motor,Brushless Outrunner,2207,1500,20,800,4,12x12,5 inch,FPV,Freestyle FPV
MTR-0412,XNova,Motors,Brushless Motor,Brushless Outrunner,1204,2650,40,1200,3,19x19,4 inch,FPV,Freestyle FPV
MTR-0413,XNova,Motors,Brushless Motor,Brushless Outrunner,2004,2300,50,1000,1.5,9x9,4 inch,FPV,Freestyle FPV
MTR-0414,RCINPower,Motors,Brushless Motor,Brushless Outrunner,2507,1700,45,300,5,16x16,3 inch,FPV,Cinematic FPV
MTR-0415,XNova,Motors,Brushless Motor,Brushless Outrunner,2806.5,2450,20,1000,3,12x12,3 inch,FPV,Cinematic FPV
MTR-0416,SunnySky,Motors,Brushless Motor,Brushless Outrunner,1507,1700,30,500,5,12x12,3 inch,FPV,Cinematic FPV
MTR-0417,Lumenier,Motors,Brushless Motor,Brushless Outrunner,1204,2300,35,650,4,19x19,3 inch,FPV,Cinematic FPV
MTR-0418,BrotherHobby,Motors,Brushless Motor,Brushless Outrunner,2306,1900,20,400,2,12x12,3 inch,FPV,Cinematic FPV
MTR-0419,T-Motor,Motors,Brushless Motor,Brushless Outrunner,2004,1500,30,1200,4,12x12,10 inch,Industrial,Industrial UAV
MTR-0420,Foxeer,Motors,Brushless Motor,Brushless Outrunner,2507,1700,40,650,2,9x9,6 inch,FPV,Long Range FPV
MTR-0421,Emax,Motors,Brushless Motor,Brushless Outrunner,2407,1500,20,300,5,19x19,7 inch,FPV,Long Range FPV
MTR-0422,HGLRC,Motors,Brushless Motor,Brushless Outrunner,2306,2300,50,400,3,16x16,10 inch,Industrial,Industrial UAV
MTR-0423,SunnySky,Motors,Brushless Motor,Brushless Outrunner,1103,1900,45,650,2,19x19,8 inch,Industrial,Heavy Lift UAV
MTR-0424,Lumenier,Motors,Brushless Motor,Brushless Outrunner,2507,2300,40,300,5,9x9,8 inch,Industrial,Heavy Lift UAV
MTR-0425,GEPRC,Motors,Brushless Motor,Brushless Outrunner,2207,2300,40,650,3,9x9,8 inch,Industrial,Heavy Lift UAV
MTR-0426,iFlight,Motors,Brushless Motor,Brushless Outrunner,2004,1500,35,500,3,9x9,3 inch,FPV,Cinematic FPV
MTR-0427,iFlight,Motors,Brushless Motor,Brushless Outrunner,1103,2650,25,300,1.5,19x19,2 inch,FPV,Indoor FPV
MTR-0428,RCINPower,Motors,Brushless Motor,Brushless Outrunner,2207,2650,35,400,5,9x9,6 inch,FPV,Long Range FPV
MTR-0429,HGLRC,Motors,Brushless Motor,Brushless Outrunner,2407,2100,20,650,2,12x12,3 inch,FPV,Cinematic FPV
MTR-0430,iFlight,Motors,Brushless Motor,Brushless Outrunner,2507,2100,40,400,4,12x12,7 inch,FPV,Long Range FPV
MTR-0431,SunnySky,Motors,Brushless Motor,Brushless Outrunner,1103,2650,40,300,3,12x12,7 inch,FPV,Long Range FPV
MTR-0432,XNova,Motors,Brushless Motor,Brushless Outrunner,2306,2650,45,650,1.5,9x9,5 inch,FPV,Freestyle FPV
MTR-0433,SunnySky,Motors,Brushless Motor,Brushless Outrunner,1806,2450,60,1000,1.5,16x16,10 inch,Industrial,Industrial UAV
MTR-0434,XNova,Motors,Brushless Motor,Brushless Outrunner,2806.5,2100,40,800,1.5,19x19,10 inch,Industrial,Industrial UAV
MTR-0435,Flywoo,Motors,Brushless Motor,Brushless Outrunner,2507,1500,30,300,1.5,12x12,6 inch,FPV,Long Range FPV
MTR-0436,Flywoo,Motors,Brushless Motor,Brushless Outrunner,1204,2100,40,1000,2,16x16,3 inch,FPV,Cinematic FPV
MTR-0437,RCINPower,Motors,Brushless Motor,Brushless Outrunner,2205,2450,30,650,2,12x12,7 inch,FPV,Long Range FPV
MTR-0438,GEPRC,Motors,Brushless Motor,Brushless Outrunner,1806,1500,40,800,2,12x12,6 inch,FPV,Long Range FPV
MTR-0439,SunnySky,Motors,Brushless Motor,Brushless Outrunner,1507,1900,20,400,1.5,16x16,4 inch,FPV,Freestyle FPV
MTR-0440,BrotherHobby,Motors,Brushless Motor,Brushless Outrunner,1204,1700,25,300,5,19x19,5 inch,FPV,Freestyle FPV
MTR-0441,RCINPower,Motors,Brushless Motor,Brushless Outrunner,2806.5,1700,20,800,1.5,12x12,8 inch,Industrial,Heavy Lift UAV
MTR-0442,Cobra,Motors,Brushless Motor,Brushless Outrunner,1806,1500,50,300,3,12x12,6 inch,FPV,Long Range FPV
MTR-0443,iFlight,Motors,Brushless Motor,Brushless Outrunner,1806,2450,40,300,5,19x19,2 inch,FPV,Indoor FPV
MTR-0444,HGLRC,Motors,Brushless Motor,Brushless Outrunner,2806.5,2300,40,1000,2,19x19,2 inch,FPV,Indoor FPV
MTR-0445,XNova,Motors,Brushless Motor,Brushless Outrunner,2207,2100,35,800,1.5,12x12,2 inch,FPV,Indoor FPV
MTR-0446,Foxeer,Motors,Brushless Motor,Brushless Outrunner,2507,2650,25,500,2,16x16,7 inch,FPV,Long Range FPV
MTR-0447,GEPRC,Motors,Brushless Motor,Brushless Outrunner,2806.5,2650,50,1000,4,16x16,8 inch,Industrial,Heavy Lift UAV
MTR-0448,XNova,Motors,Brushless Motor,Brushless Outrunner,1204,2450,60,650,1.5,19x19,10 inch,Industrial,Industrial UAV
MTR-0449,XNova,Motors,Brushless Motor,Brushless Outrunner,2004,2550,40,400,2,19x19,4 inch,FPV,Freestyle FPV
MTR-0450,GEPRC,Motors,Brushless Motor,Brushless Outrunner,2004,1900,50,400,4,12x12,7 inch,FPV,Long Range FPV
MTR-0451,BrotherHobby,Motors,Brushless Motor,Brushless Outrunner,2507,2300,30,1200,3,9x9,5 inch,FPV,Freestyle FPV
MTR-0452,Emax,Motors,Brushless Motor,Brushless Outrunner,2306,1900,20,300,1.5,19x19,6 inch,FPV,Long Range FPV
MTR-0453,Emax,Motors,Brushless Motor,Brushless Outrunner,2407,2550,20,1000,3,9x9,7 inch,FPV,Long Range FPV
MTR-0454,iFlight,Motors,Brushless Motor,Brushless Outrunner,2806.5,2450,25,400,3,9x9,2 inch,FPV,Indoor FPV
MTR-0455,Lumenier,Motors,Brushless Motor,Brushless Outrunner,2004,2650,45,300,5,16x16,7 inch,FPV,Long Range FPV
MTR-0456,BrotherHobby,Motors,Brushless Motor,Brushless Outrunner,1806,1900,60,500,4,9x9,7 inch,FPV,Long Range FPV
MTR-0457,BrotherHobby,Motors,Brushless Motor,Brushless Outrunner,2806.5,1500,50,1000,3,16x16,6 inch,FPV,Long Range FPV
MTR-0458,Foxeer,Motors,Brushless Motor,Brushless Outrunner,1204,1700,50,800,3,16x16,5 inch,FPV,Freestyle FPV
MTR-0459,Foxeer,Motors,Brushless Motor,Brushless Outrunner,2207,2100,25,400,3,9x9,6 inch,FPV,Long Range FPV
MTR-0460,SunnySky,Motors,Brushless Motor,Brushless Outrunner,2205,2300,25,1000,5,12x12,6 inch,FPV,Long Range FPV
MTR-0461,Cobra,Motors,Brushless Motor,Brushless Outrunner,1103,1700,30,650,1.5,19x19,8 inch,Industrial,Heavy Lift UAV
MTR-0462,GEPRC,Motors,Brushless Motor,Brushless Outrunner,1204,1900,45,800,4,19x19,6 inch,FPV,Long Range FPV
MTR-0463,SunnySky,Motors,Brushless Motor,Brushless Outrunner,1204,2100,35,400,3,19x19,5 inch,FPV,Freestyle FPV
MTR-0464,T-Motor,Motors,Brushless Motor,Brushless Outrunner,2004,2650,20,300,3,9x9,6 inch,FPV,Long Range FPV
MTR-0465,T-Motor,Motors,Brushless Motor,Brushless Outrunner,2004,1500,30,300,1.5,16x16,2 inch,FPV,Indoor FPV
MTR-0466,Emax,Motors,Brushless Motor,Brushless Outrunner,2306,1500,40,300,1.5,9x9,3 inch,FPV,Cinematic FPV
MTR-0467,iFlight,Motors,Brushless Motor,Brushless Outrunner,1404,2450,40,1000,5,16x16,8 inch,Industrial,Heavy Lift UAV
MTR-0468,Cobra,Motors,Brushless Motor,Brushless Outrunner,2205,1900,20,400,3,19x19,8 inch,Industrial,Heavy Lift UAV
MTR-0469,T-Motor,Motors,Brushless Motor,Brushless Outrunner,2507,1500,30,1200,1.5,9x9,4 inch,FPV,Freestyle FPV
MTR-0470,Flywoo,Motors,Brushless Motor,Brushless Outrunner,2806.5,1500,40,500,1.5,19x19,8 inch,Industrial,Heavy Lift UAV
MTR-0471,Foxeer,Motors,Brushless Motor,Brushless Outrunner,2806.5,2650,20,1000,4,9x9,10 inch,Industrial,Industrial UAV
MTR-0472,Emax,Motors,Brushless Motor,Brushless Outrunner,2306,2100,25,400,3,12x12,7 inch,FPV,Long Range FPV
MTR-0473,Flywoo,Motors,Brushless Motor,Brushless Outrunner,2407,2300,25,650,2,12x12,5 inch,FPV,Freestyle FPV
MTR-0474,BrotherHobby,Motors,Brushless Motor,Brushless Outrunner,1806,2650,20,1200,2,16x16,3 inch,FPV,Cinematic FPV
MTR-0475,iFlight,Motors,Brushless Motor,Brushless Outrunner,1103,2550,60,500,1.5,19x19,2 inch,FPV,Indoor FPV
MTR-0476,RCINPower,Motors,Brushless Motor,Brushless Outrunner,1806,2300,20,500,3,16x16,8 inch,Industrial,Heavy Lift UAV
MTR-0477,HGLRC,Motors,Brushless Motor,Brushless Outrunner,2507,2100,25,800,3,12x12,8 inch,Industrial,Heavy Lift UAV
MTR-0478,RCINPower,Motors,Brushless Motor,Brushless Outrunner,2306,2100,50,800,3,9x9,10 inch,Industrial,Industrial UAV
MTR-0479,SunnySky,Motors,Brushless Motor,Brushless Outrunner,2306,2100,40,650,5,12x12,8 inch,Industrial,Heavy Lift UAV
MTR-0480,iFlight,Motors,Brushless Motor,Brushless Outrunner,2507,2650,20,1200,1.5,9x9,3 inch,FPV,Cinematic FPV
MTR-0481,XNova,Motors,Brushless Motor,Brushless Outrunner,2407,2300,30,800,1.5,12x12,10 inch,Industrial,Industrial UAV
MTR-0482,RCINPower,Motors,Brushless Motor,Brushless Outrunner,2407,2300,25,650,2,19x19,5 inch,FPV,Freestyle FPV
MTR-0483,RCINPower,Motors,Brushless Motor,Brushless Outrunner,2306,1700,25,800,2,9x9,2 inch,FPV,Indoor FPV
MTR-0484,Cobra,Motors,Brushless Motor,Brushless Outrunner,2207,1500,40,300,3,19x19,5 inch,FPV,Freestyle FPV
MTR-0485,AxisFlying,Motors,Brushless Motor,Brushless Outrunner,2306,1500,35,300,2,12x12,4 inch,FPV,Freestyle FPV
MTR-0486,AxisFlying,Motors,Brushless Motor,Brushless Outrunner,2507,2650,50,300,4,12x12,5 inch,FPV,Freestyle FPV
MTR-0487,GEPRC,Motors,Brushless Motor,Brushless Outrunner,1103,2100,25,300,2,9x9,3 inch,FPV,Cinematic FPV
MTR-0488,BrotherHobby,Motors,Brushless Motor,Brushless Outrunner,1507,1700,45,300,1.5,9x9,5 inch,FPV,Freestyle FPV
MTR-0489,BrotherHobby,Motors,Brushless Motor,Brushless Outrunner,1103,2650,35,300,4,12x12,8 inch,Industrial,Heavy Lift UAV
MTR-0490,SunnySky,Motors,Brushless Motor,Brushless Outrunner,2205,2100,45,500,2,12x12,10 inch,Industrial,Industrial UAV
MTR-0491,RCINPower,Motors,Brushless Motor,Brushless Outrunner,2205,1900,30,1200,2,19x19,5 inch,FPV,Freestyle FPV
MTR-0492,iFlight,Motors,Brushless Motor,Brushless Outrunner,2004,2550,45,1200,2,12x12,2 inch,FPV,Indoor FPV
MTR-0493,Emax,Motors,Brushless Motor,Brushless Outrunner,2507,2650,40,800,5,9x9,7 inch,FPV,Long Range FPV
MTR-0494,Cobra,Motors,Brushless Motor,Brushless Outrunner,1806,1700,25,400,2,16x16,6 inch,FPV,Long Range FPV
MTR-0495,Foxeer,Motors,Brushless Motor,Brushless Outrunner,2507,1500,50,800,1.5,16x16,5 inch,FPV,Freestyle FPV
MTR-0496,SunnySky,Motors,Brushless Motor,Brushless Outrunner,2507,2650,50,1000,1.5,19x19,8 inch,Industrial,Heavy Lift UAV
MTR-0497,HGLRC,Motors,Brushless Motor,Brushless Outrunner,2407,2650,40,800,5,12x12,3 inch,FPV,Cinematic FPV
MTR-0498,iFlight,Motors,Brushless Motor,Brushless Outrunner,2004,2300,35,300,5,19x19,4 inch,FPV,Freestyle FPV
MTR-0499,XNova,Motors,Brushless Motor,Brushless Outrunner,2806.5,1500,35,1000,3,16x16,5 inch,FPV,Freestyle FPV
MTR-0500,HGLRC,Motors,Brushless Motor,Brushless Outrunner,2207,2650,30,1200,2,16x16,4 inch,FPV,Freestyle FPV
