FrameID,Brand,Category,SubCategory,FrameType,Size_Inch,Wheelbase_mm,Material,ArmType,MountingPattern,SupportedDroneType,IntendedUse
FRM-0417,Happymodel,Frames,UAV Frame,Whoop Frame,5,110,Carbon,Integrated,Whoop,FPV,Freestyle FPV
FRM-0418,Lumenier,Frames,UAV Frame,Racing Frame,7,65,Carbon + Plastic,Replaceable,30x30,FPV,Long Range FPV
FRM-0419,Happymodel,Frames,UAV Frame,Explorer Frame,7,140,Carbon Fiber,Replaceable,20x20,FPV,Long Range FPV
FRM-0420,HGLRC,Frames,UAV Frame,Whoop Frame,7,180,Plastic,Integrated,Whoop,FPV,Long Range FPV
FRM-0421,Lumenier,Frames,UAV Frame,Cinewhoop Frame,2.5,420,Carbon,Replaceable,30x30,FPV,Indoor FPV
FRM-0422,RekonFPV,Frames,UAV Frame,Freestyle Frame,4,420,Carbon,Replaceable,25x25,FPV,Freestyle FPV
FRM-0423,Happymodel,Frames,UAV Frame,Cinewhoop Frame,8,260,Carbon + Plastic,Replaceable,16x16,Industrial,Explorer UAV
FRM-0424,Armattan,Frames,UAV Frame,Racing Frame,6,120,Carbon + Plastic,Integrated,20x20,FPV,Long Range FPV
FRM-0425,Armattan,Frames,UAV Frame,Industrial Frame,7,260,Carbon + Plastic,Integrated,20x20,FPV,Long Range FPV
FRM-0426,Foxeer,Frames,UAV Frame,Industrial Frame,6,300,Carbon Fiber,Integrated,16x16,FPV,Long Range FPV
FRM-0427,RekonFPV,Frames,UAV Frame,Freestyle Frame,4,75,Carbon + Aluminum,Integrated,Whoop,FPV,Freestyle FPV
FRM-0428,GEPRC,Frames,UAV Frame,Cinewhoop Frame,8,300,Plastic,Replaceable,Whoop,Industrial,Explorer UAV
FRM-0429,RekonFPV,Frames,UAV Frame,Whoop Frame,7,95,Carbon + Aluminum,Integrated,16x16,FPV,Long Range FPV
FRM-0430,Flywoo,Frames,UAV Frame,Explorer Frame,2,140,Carbon + Plastic,Replaceable,30x30,FPV,Indoor FPV
FRM-0431,HGLRC,Frames,UAV Frame,Long Range Frame,9,65,Carbon + Plastic,Integrated,30x30,Industrial,Long Endurance UAV
FRM-0432,Happymodel,Frames,UAV Frame,Explorer Frame,3.5,220,Carbon + Plastic,Integrated,Whoop,FPV,Cinematic FPV
FRM-0433,HGLRC,Frames,UAV Frame,Freestyle Frame,3.5,140,Carbon + Aluminum,Replaceable,20x20,FPV,Cinematic FPV
FRM-0434,ImpulseRC,Frames,UAV Frame,Industrial Frame,3,95,Carbon Fiber,Integrated,16x16,FPV,Micro FPV
FRM-0435,ImpulseRC,Frames,UAV Frame,Explorer Frame,7,65,Carbon Fiber,Replaceable,Whoop,FPV,Long Range FPV
FRM-0436,BetaFPV,Frames,UAV Frame,Whoop Frame,4,260,Carbon + Plastic,Replaceable,20x20,FPV,Freestyle FPV
FRM-0437,GEPRC,Frames,UAV Frame,Industrial Frame,3.5,120,Carbon + Aluminum,Integrated,Whoop,FPV,Cinematic FPV
FRM-0438,Lumenier,Frames,UAV Frame,Explorer Frame,10,110,Carbon + Aluminum,Replaceable,16x16,Industrial,Industrial UAV
FRM-0439,GEPRC,Frames,UAV Frame,Explorer Frame,10,85,Carbon + Plastic,Integrated,16x16,Industrial,Industrial UAV
FRM-0440,HGLRC,Frames,UAV Frame,Freestyle Frame,2,140,Carbon,Replaceable,16x16,FPV,Indoor FPV
FRM-0441,HGLRC,Frames,UAV Frame,Cinewhoop Frame,6,140,Plastic,Replaceable,20x20,FPV,Long Range FPV
FRM-0442,ImpulseRC,Frames,UAV Frame,Racing Frame,8,420,Carbon + Plastic,Integrated,Whoop,Industrial,Explorer UAV
FRM-0443,RekonFPV,Frames,UAV Frame,Freestyle Frame,3,220,Carbon Fiber,Integrated,16x16,FPV,Micro FPV
FRM-0444,Lumenier,Frames,UAV Frame,Racing Frame,8,75,Carbon,Integrated,Whoop,Industrial,Explorer UAV
FRM-0445,TBS,Frames,UAV Frame,Cinewhoop Frame,6,420,Carbon + Plastic,Replaceable,30x30,FPV,Long Range FPV
FRM-0446,iFlight,Frames,UAV Frame,Cinewhoop Frame,2.5,350,Carbon Fiber,Replaceable,Whoop,FPV,Indoor FPV
FRM-0447,Armattan,Frames,UAV Frame,Long Range Frame,5,120,Carbon + Aluminum,Replaceable,30x30,FPV,Freestyle FPV
FRM-0448,Foxeer,Frames,UAV Frame,Industrial Frame,7,350,Carbon,Replaceable,Whoop,FPV,Long Range FPV
FRM-0449,TBS,Frames,UAV Frame,Freestyle Frame,6,220,Carbon Fiber,Replaceable,Whoop,FPV,Long Range FPV
FRM-0450,Armattan,Frames,UAV Frame,Whoop Frame,9,260,Carbon,Replaceable,25x25,Industrial,Long Endurance UAV
FRM-0451,ImpulseRC,Frames,UAV Frame,Industrial Frame,5,260,Plastic,Replaceable,30x30,FPV,Freestyle FPV
FRM-0452,Happymodel,Frames,UAV Frame,Whoop Frame,5,350,Carbon Fiber,Replaceable,20x20,FPV,Freestyle FPV
FRM-0453,Flywoo,Frames,UAV Frame,Explorer Frame,7,350,Carbon + Plastic,Integrated,20x20,FPV,Long Range FPV
FRM-0454,Armattan,Frames,UAV Frame,Freestyle Frame,6,95,Carbon + Aluminum,Integrated,25x25,FPV,Long Range FPV
FRM-0455,HGLRC,Frames,UAV Frame,Explorer Frame,6,85,Carbon Fiber,Replaceable,Whoop,FPV,Long Range FPV
FRM-0456,ImpulseRC,Frames,UAV Frame,Cinewhoop Frame,8,220,Carbon Fiber,Integrated,20x20,Industrial,Explorer UAV
FRM-0457,Armattan,Frames,UAV Frame,Freestyle Frame,5,180,Carbon,Integrated,30x30,FPV,Freestyle FPV
FRM-0458,Flywoo,Frames,UAV Frame,Racing Frame,2,300,Carbon + Plastic,Integrated,20x20,FPV,Indoor FPV
FRM-0459,Diatone,Frames,UAV Frame,Cinewhoop Frame,5,140,Plastic,Replaceable,25x25,FPV,Freestyle FPV
FRM-0460,Lumenier,Frames,UAV Frame,Freestyle Frame,10,75,Carbon + Aluminum,Integrated,30x30,Industrial,Industrial UAV
FRM-0461,BetaFPV,Frames,UAV Frame,Whoop Frame,4,85,Carbon Fiber,Replaceable,20x20,FPV,Freestyle FPV
FRM-0462,iFlight,Frames,UAV Frame,Freestyle Frame,2,420,Carbon,Integrated,30x30,FPV,Indoor FPV
FRM-0463,ImpulseRC,Frames,UAV Frame,Explorer Frame,8,180,Carbon + Aluminum,Replaceable,Whoop,Industrial,Explorer UAV
FRM-0464,Diatone,Frames,UAV Frame,Racing Frame,6,420,Carbon + Aluminum,Replaceable,30x30,FPV,Long Range FPV
FRM-0465,TBS,Frames,UAV Frame,Cinewhoop Frame,2,85,Carbon,Integrated,20x20,FPV,Indoor FPV
FRM-0466,Armattan,Frames,UAV Frame,Whoop Frame,6,75,Carbon + Aluminum,Integrated,25x25,FPV,Long Range FPV
FRM-0467,BetaFPV,Frames,UAV Frame,Cinewhoop Frame,9,140,Carbon + Aluminum,Replaceable,25x25,Industrial,Long Endurance UAV
FRM-0468,GEPRC,Frames,UAV Frame,Whoop Frame,2,420,Carbon,Replaceable,Whoop,FPV,Indoor FPV
FRM-0469,Armattan,Frames,UAV Frame,Freestyle Frame,6,420,Plastic,Integrated,25x25,FPV,Long Range FPV
FRM-0470,Armattan,Frames,UAV Frame,Cinewhoop Frame,5,140,Plastic,Replaceable,25x25,FPV,Freestyle FPV
FRM-0471,Armattan,Frames,UAV Frame,Racing Frame,8,65,Carbon Fiber,Integrated,25x25,Industrial,Explorer UAV
FRM-0472,Foxeer,Frames,UAV Frame,Freestyle Frame,7,110,Plastic,Replaceable,20x20,FPV,Long Range FPV
FRM-0473,AxisFlying,Frames,UAV Frame,Long Range Frame,5,220,Carbon,Integrated,25x25,FPV,Freestyle FPV
FRM-0474,Armattan,Frames,UAV Frame,Industrial Frame,5,65,Plastic,Replaceable,Whoop,FPV,Freestyle FPV
FRM-0475,AxisFlying,Frames,UAV Frame,Whoop Frame,9,65,Carbon,Replaceable,Whoop,Industrial,Long Endurance UAV
FRM-0476,Flywoo,Frames,UAV Frame,Freestyle Frame,9,300,Carbon Fiber,Integrated,Whoop,Industrial,Long Endurance UAV
FRM-0477,Lumenier,Frames,UAV Frame,Freestyle Frame,10,350,Carbon + Aluminum,Replaceable,20x20,Industrial,Industrial UAV
FRM-0478,Happymodel,Frames,UAV Frame,Freestyle Frame,3,120,Carbon + Aluminum,Integrated,16x16,FPV,Micro FPV
FRM-0479,ImpulseRC,Frames,UAV Frame,Industrial Frame,6,180,Carbon Fiber,Replaceable,16x16,FPV,Long Range FPV
FRM-0480,GEPRC,Frames,UAV Frame,Explorer Frame,10,350,Carbon Fiber,Replaceable,Whoop,Industrial,Industrial UAV
FRM-0481,HGLRC,Frames,UAV Frame,Whoop Frame,8,420,Plastic,Integrated,30x30,Industrial,Explorer UAV
FRM-0482,Armattan,Frames,UAV Frame,Long Range Frame,10,300,Carbon + Aluminum,Integrated,20x20,Industrial,Industrial UAV
FRM-0483,GEPRC,Frames,UAV Frame,Racing Frame,5,95,Carbon,Integrated,Whoop,FPV,Freestyle FPV
FRM-0484,Diatone,Frames,UAV Frame,Explorer Frame,8,420,Carbon Fiber,Replaceable,25x25,Industrial,Explorer UAV
FRM-0485,GEPRC,Frames,UAV Frame,Cinewhoop Frame,5,260,Plastic,Integrated,16x16,FPV,Freestyle FPV
FRM-0486,Flywoo,Frames,UAV Frame,Racing Frame,4,85,Carbon + Aluminum,Integrated,20x20,FPV,Freestyle FPV
FRM-0487,Armattan,Frames,UAV Frame,Freestyle Frame,9,120,Carbon + Aluminum,Replaceable,20x20,Industrial,Long Endurance UAV
FRM-0488,RekonFPV,Frames,UAV Frame,Industrial Frame,3.5,350,Carbon,Replaceable,20x20,FPV,Cinematic FPV
FRM-0489,Foxeer,Frames,UAV Frame,Long Range Frame,2.5,300,Carbon + Plastic,Replaceable,16x16,FPV,Indoor FPV
FRM-0490,BetaFPV,Frames,UAV Frame,Long Range Frame,3,95,Carbon Fiber,Replaceable,16x16,FPV,Micro FPV
FRM-0491,Flywoo,Frames,UAV Frame,Long Range Frame,4,300,Plastic,Integrated,30x30,FPV,Freestyle FPV
FRM-0492,Diatone,Frames,UAV Frame,Industrial Frame,3,420,Carbon + Aluminum,Replaceable,30x30,FPV,Micro FPV
FRM-0493,ImpulseRC,Frames,UAV Frame,Cinewhoop Frame,3,350,Carbon + Plastic,Integrated,Whoop,FPV,Micro FPV
FRM-0494,Foxeer,Frames,UAV Frame,Explorer Frame,7,120,Carbon + Aluminum,Replaceable,16x16,FPV,Long Range FPV
FRM-0495,GEPRC,Frames,UAV Frame,Whoop Frame,10,350,Carbon,Replaceable,16x16,Industrial,Industrial UAV
FRM-0496,GEPRC,Frames,UAV Frame,Racing Frame,5,85,Carbon + Aluminum,Replaceable,30x30,FPV,Freestyle FPV
FRM-0497,Happymodel,Frames,UAV Frame,Freestyle Frame,7,75,Carbon + Plastic,Integrated,16x16,FPV,Long Range FPV
FRM-0498,Armattan,Frames,UAV Frame,Explorer Frame,10,95,Carbon + Aluminum,Replaceable,20x20,Industrial,Industrial UAV
FRM-0499,BetaFPV,Frames,UAV Frame,Explorer Frame,2,220,Carbon Fiber,Replaceable,20x20,FPV,Indoor FPV
FRM-0500,Diatone,Frames,UAV Frame,Racing Frame,3,95,Carbon,Integrated,30x30,FPV,Micro FPV
