BuildID,BuildType,FrameID,MotorID,PropellerID,ESCID,BatteryID,FlightControllerID,CompatibilityStatus,RecommendedUse
BLD-0390,5in Freestyle Build,FRM-0174,MTR-0116,PROP-0100,ESC-0158,BAT-0140,FC-0143,Compatible,Freestyle FPV
BLD-0391,7in Long Range Build,FRM-0383,MTR-0147,PROP-0256,ESC-0097,BAT-0038,FC-0180,Compatible,Cinematic FPV
BLD-0392,3in Cinewhoop Build,FRM-0336,MTR-0130,PROP-0248,ESC-0010,BAT-0119,FC-0005,Compatible,Racing FPV
BLD-0393,3in Cinewhoop Build,FRM-0294,MTR-0386,PROP-0194,ESC-0170,BAT-0205,FC-0192,Compatible,Freestyle FPV
BLD-0394,Micro Whoop Build,FRM-0276,MTR-0321,PROP-0071,ESC-0070,BAT-0036,FC-0036,Compatible,Racing FPV
BLD-0395,Micro Whoop Build,FRM-0445,MTR-0254,PROP-0135,ESC-0086,BAT-0191,FC-0329,Compatible,Cinematic FPV
BLD-0396,Racing Build,FRM-0170,MTR-0194,PROP-0207,ESC-0084,BAT-0140,FC-0074,Compatible,Mapping / Survey
BLD-0397,Agriculture Scout Build,FRM-0274,MTR-0272,PROP-0045,ESC-0257,BAT-0281,FC-0020,Compatible,Cinematic FPV
BLD-0398,Micro Whoop Build,FRM-0031,MTR-0495,PROP-0172,ESC-0080,BAT-0039,FC-0245,Compatible,Freestyle FPV
BLD-0399,Racing Build,FRM-0413,MTR-0475,PROP-0250,ESC-0082,BAT-0065,FC-0061,Compatible,Agriculture Monitoring
BLD-0400,Racing Build,FRM-0362,MTR-0445,PROP-0008,ESC-0088,BAT-0129,FC-0298,Compatible,Agriculture Monitoring
BLD-0401,7in Long Range Build,FRM-0344,MTR-0070,PROP-0197,ESC-0091,BAT-0121,FC-0277,Compatible,Long Range FPV
BLD-0402,Agriculture Scout Build,FRM-0276,MTR-0488,PROP-0006,ESC-0085,BAT-0287,FC-0278,Compatible,Long Range FPV
BLD-0403,Mapping UAV Build,FRM-0350,MTR-0450,PROP-0295,ESC-0288,BAT-0040,FC-0064,Compatible,Long Range FPV
BLD-0404,Mapping UAV Build,FRM-0183,MTR-0231,PROP-0023,ESC-0160,BAT-0162,FC-0364,Compatible,Racing FPV
BLD-0405,Agriculture Scout Build,FRM-0157,MTR-0108,PROP-0148,ESC-0205,BAT-0128,FC-0313,Compatible,Agriculture Monitoring
BLD-0406,Racing Build,FRM-0281,MTR-0445,PROP-0192,ESC-0036,BAT-0086,FC-0071,Compatible,Mapping / Survey
BLD-0407,3in Cinewhoop Build,FRM-0208,MTR-0010,PROP-0277,ESC-0071,BAT-0119,FC-0242,Compatible,Racing FPV
BLD-0408,Agriculture Scout Build,FRM-0358,MTR-0494,PROP-0080,ESC-0214,BAT-0197,FC-0149,Compatible,Cinematic FPV
BLD-0409,Micro Whoop Build,FRM-0129,MTR-0220,PROP-0276,ESC-0114,BAT-0001,FC-0192,Compatible,Long Range FPV
BLD-0410,3in Cinewhoop Build,FRM-0367,MTR-0316,PROP-0190,ESC-0007,BAT-0226,FC-0065,Compatible,Agriculture Monitoring
BLD-0411,Micro Whoop Build,FRM-0044,MTR-0259,PROP-0059,ESC-0131,BAT-0022,FC-0326,Compatible,Freestyle FPV
BLD-0412,Agriculture Scout Build,FRM-0347,MTR-0473,PROP-0186,ESC-0235,BAT-0042,FC-0173,Compatible,Cinematic FPV
BLD-0413,Agriculture Scout Build,FRM-0175,MTR-0361,PROP-0114,ESC-0152,BAT-0022,FC-0222,Compatible,Mapping / Survey
BLD-0414,Racing Build,FRM-0440,MTR-0472,PROP-0148,ESC-0248,BAT-0142,FC-0093,Compatible,Agriculture Monitoring
BLD-0415,3in Cinewhoop Build,FRM-0253,MTR-0493,PROP-0262,ESC-0232,BAT-0253,FC-0140,Compatible,Cinematic FPV
BLD-0416,7in Long Range Build,FRM-0459,MTR-0418,PROP-0286,ESC-0186,BAT-0168,FC-0264,Compatible,Freestyle FPV
BLD-0417,3in Cinewhoop Build,FRM-0305,MTR-0337,PROP-0024,ESC-0110,BAT-0174,FC-0053,Compatible,Freestyle FPV
BLD-0418,3in Cinewhoop Build,FRM-0051,MTR-0497,PROP-0171,ESC-0288,BAT-0277,FC-0050,Compatible,Cinematic FPV
BLD-0419,3in Cinewhoop Build,FRM-0500,MTR-0231,PROP-0066,ESC-0193,BAT-0132,FC-0195,Compatible,Cinematic FPV
BLD-0420,Mapping UAV Build,FRM-0032,MTR-0404,PROP-0111,ESC-0009,BAT-0075,FC-0360,Compatible,Racing FPV
BLD-0421,5in Freestyle Build,FRM-0105,MTR-0237,PROP-0034,ESC-0014,BAT-0264,FC-0314,Compatible,Cinematic FPV
BLD-0422,Agriculture Scout Build,FRM-0438,MTR-0424,PROP-0168,ESC-0229,BAT-0156,FC-0173,Compatible,Freestyle FPV
BLD-0423,5in Freestyle Build,FRM-0264,MTR-0193,PROP-0149,ESC-0127,BAT-0130,FC-0136,Compatible,Cinematic FPV
BLD-0424,Racing Build,FRM-0339,MTR-0145,PROP-0122,ESC-0153,BAT-0219,FC-0112,Compatible,Agriculture Monitoring
BLD-0425,Micro Whoop Build,FRM-0453,MTR-0419,PROP-0184,ESC-0140,BAT-0113,FC-0023,Compatible,Agriculture Monitoring
BLD-0426,3in Cinewhoop Build,FRM-0405,MTR-0014,PROP-0088,ESC-0286,BAT-0189,FC-0363,Compatible,Long Range FPV
BLD-0427,Racing Build,FRM-0298,MTR-0124,PROP-0044,ESC-0016,BAT-0096,FC-0295,Compatible,Long Range FPV
BLD-0428,7in Long Range Build,FRM-0155,MTR-0043,PROP-0010,ESC-0039,BAT-0098,FC-0367,Compatible,Racing FPV
BLD-0429,Mapping UAV Build,FRM-0349,MTR-0060,PROP-0257,ESC-0039,BAT-0183,FC-0142,Compatible,Freestyle FPV
BLD-0430,7in Long Range Build,FRM-0049,MTR-0227,PROP-0229,ESC-0179,BAT-0142,FC-0254,Compatible,Cinematic FPV
BLD-0431,3in Cinewhoop Build,FRM-0334,MTR-0289,PROP-0273,ESC-0166,BAT-0033,FC-0160,Compatible,Long Range FPV
BLD-0432,Mapping UAV Build,FRM-0442,MTR-0102,PROP-0172,ESC-0007,BAT-0076,FC-0029,Compatible,Cinematic FPV
BLD-0433,5in Freestyle Build,FRM-0309,MTR-0212,PROP-0063,ESC-0201,BAT-0068,FC-0357,Compatible,Long Range FPV
BLD-0434,Micro Whoop Build,FRM-0069,MTR-0256,PROP-0075,ESC-0278,BAT-0208,FC-0107,Compatible,Cinematic FPV
BLD-0435,Agriculture Scout Build,FRM-0122,MTR-0445,PROP-0046,ESC-0053,BAT-0027,FC-0328,Compatible,Cinematic FPV
BLD-0436,Agriculture Scout Build,FRM-0318,MTR-0455,PROP-0272,ESC-0155,BAT-0140,FC-0174,Compatible,Racing FPV
BLD-0437,7in Long Range Build,FRM-0115,MTR-0292,PROP-0289,ESC-0239,BAT-0128,FC-0293,Compatible,Long Range FPV
BLD-0438,7in Long Range Build,FRM-0472,MTR-0047,PROP-0300,ESC-0132,BAT-0120,FC-0210,Compatible,Mapping / Survey
BLD-0439,Agriculture Scout Build,FRM-0293,MTR-0359,PROP-0146,ESC-0291,BAT-0184,FC-0121,Compatible,Freestyle FPV
BLD-0440,7in Long Range Build,FRM-0448,MTR-0004,PROP-0044,ESC-0015,BAT-0281,FC-0036,Compatible,Cinematic FPV
BLD-0441,3in Cinewhoop Build,FRM-0267,MTR-0160,PROP-0004,ESC-0235,BAT-0220,FC-0149,Compatible,Racing FPV
BLD-0442,Micro Whoop Build,FRM-0437,MTR-0218,PROP-0092,ESC-0048,BAT-0163,FC-0091,Compatible,Freestyle FPV
BLD-0443,Agriculture Scout Build,FRM-0262,MTR-0443,PROP-0145,ESC-0132,BAT-0284,FC-0066,Compatible,Racing FPV
BLD-0444,Mapping UAV Build,FRM-0031,MTR-0205,PROP-0235,ESC-0221,BAT-0041,FC-0298,Compatible,Racing FPV
BLD-0445,Racing Build,FRM-0156,MTR-0416,PROP-0029,ESC-0264,BAT-0129,FC-0369,Compatible,Cinematic FPV
BLD-0446,Micro Whoop Build,FRM-0059,MTR-0238,PROP-0106,ESC-0162,BAT-0267,FC-0289,Compatible,Agriculture Monitoring
BLD-0447,Mapping UAV Build,FRM-0408,MTR-0341,PROP-0151,ESC-0024,BAT-0051,FC-0121,Compatible,Freestyle FPV
BLD-0448,Micro Whoop Build,FRM-0192,MTR-0095,PROP-0049,ESC-0143,BAT-0172,FC-0208,Compatible,Racing FPV
BLD-0449,Racing Build,FRM-0050,MTR-0051,PROP-0272,ESC-0094,BAT-0018,FC-0214,Compatible,Racing FPV
BLD-0450,Agriculture Scout Build,FRM-0044,MTR-0102,PROP-0236,ESC-0241,BAT-0147,FC-0041,Compatible,Cinematic FPV
BLD-0451,Micro Whoop Build,FRM-0437,MTR-0020,PROP-0235,ESC-0215,BAT-0133,FC-0055,Compatible,Mapping / Survey
BLD-0452,Agriculture Scout Build,FRM-0325,MTR-0463,PROP-0181,ESC-0252,BAT-0212,FC-0002,Compatible,Freestyle FPV
BLD-0453,Mapping UAV Build,FRM-0158,MTR-0477,PROP-0123,ESC-0067,BAT-0048,FC-0372,Compatible,Freestyle FPV
BLD-0454,Mapping UAV Build,FRM-0470,MTR-0135,PROP-0245,ESC-0133,BAT-0203,FC-0228,Compatible,Mapping / Survey
BLD-0455,5in Freestyle Build,FRM-0253,MTR-0414,PROP-0020,ESC-0104,BAT-0049,FC-0111,Compatible,Long Range FPV
BLD-0456,Agriculture Scout Build,FRM-0262,MTR-0191,PROP-0184,ESC-0065,BAT-0271,FC-0049,Compatible,Mapping / Survey
BLD-0457,3in Cinewhoop Build,FRM-0028,MTR-0338,PROP-0293,ESC-0123,BAT-0223,FC-0124,Compatible,Racing FPV
BLD-0458,Agriculture Scout Build,FRM-0322,MTR-0348,PROP-0231,ESC-0163,BAT-0097,FC-0066,Compatible,Cinematic FPV
BLD-0459,Mapping UAV Build,FRM-0051,MTR-0315,PROP-0006,ESC-0044,BAT-0047,FC-0313,Compatible,Agriculture Monitoring
BLD-0460,Mapping UAV Build,FRM-0025,MTR-0296,PROP-0295,ESC-0014,BAT-0007,FC-0315,Compatible,Racing FPV
BLD-0461,Agriculture Scout Build,FRM-0290,MTR-0075,PROP-0120,ESC-0107,BAT-0016,FC-0255,Compatible,Cinematic FPV
BLD-0462,Agriculture Scout Build,FRM-0474,MTR-0381,PROP-0295,ESC-0025,BAT-0131,FC-0375,Compatible,Agriculture Monitoring
BLD-0463,5in Freestyle Build,FRM-0168,MTR-0409,PROP-0026,ESC-0045,BAT-0131,FC-0199,Compatible,Long Range FPV
BLD-0464,Micro Whoop Build,FRM-0493,MTR-0388,PROP-0285,ESC-0191,BAT-0182,FC-0327,Compatible,Agriculture Monitoring
BLD-0465,Micro Whoop Build,FRM-0180,MTR-0081,PROP-0031,ESC-0137,BAT-0020,FC-0071,Compatible,Long Range FPV
BLD-0466,Agriculture Scout Build,FRM-0352,MTR-0355,PROP-0178,ESC-0041,BAT-0078,FC-0045,Compatible,Mapping / Survey
BLD-0467,Mapping UAV Build,FRM-0019,MTR-0190,PROP-0234,ESC-0171,BAT-0154,FC-0350,Compatible,Racing FPV
BLD-0468,5in Freestyle Build,FRM-0185,MTR-0351,PROP-0222,ESC-0006,BAT-0093,FC-0209,Compatible,Mapping / Survey
BLD-0469,Racing Build,FRM-0147,MTR-0487,PROP-0042,ESC-0082,BAT-0279,FC-0025,Compatible,Racing FPV
BLD-0470,Micro Whoop Build,FRM-0171,MTR-0215,PROP-0287,ESC-0286,BAT-0053,FC-0356,Compatible,Freestyle FPV
BLD-0471,Micro Whoop Build,FRM-0153,MTR-0097,PROP-0060,ESC-0067,BAT-0163,FC-0130,Compatible,Freestyle FPV
BLD-0472,7in Long Range Build,FRM-0348,MTR-0494,PROP-0086,ESC-0035,BAT-0298,FC-0357,Compatible,Cinematic FPV
BLD-0473,Racing Build,FRM-0320,MTR-0391,PROP-0093,ESC-0173,BAT-0295,FC-0221,Compatible,Long Range FPV
BLD-0474,5in Freestyle Build,FRM-0493,MTR-0413,PROP-0259,ESC-0199,BAT-0244,FC-0113,Compatible,Mapping / Survey
BLD-0475,5in Freestyle Build,FRM-0275,MTR-0375,PROP-0020,ESC-0211,BAT-0168,FC-0186,Compatible,Cinematic FPV
BLD-0476,5in Freestyle Build,FRM-0301,MTR-0082,PROP-0279,ESC-0196,BAT-0277,FC-0227,Compatible,Freestyle FPV
BLD-0477,7in Long Range Build,FRM-0259,MTR-0028,PROP-0006,ESC-0053,BAT-0035,FC-0317,Compatible,Agriculture Monitoring
BLD-0478,3in Cinewhoop Build,FRM-0023,MTR-0277,PROP-0117,ESC-0300,BAT-0124,FC-0249,Compatible,Cinematic FPV
BLD-0479,Racing Build,FRM-0282,MTR-0419,PROP-0269,ESC-0118,BAT-0224,FC-0231,Compatible,Long Range FPV
BLD-0480,Racing Build,FRM-0270,MTR-0314,PROP-0155,ESC-0009,BAT-0243,FC-0111,Compatible,Agriculture Monitoring
BLD-0481,3in Cinewhoop Build,FRM-0356,MTR-0232,PROP-0032,ESC-0237,BAT-0166,FC-0176,Compatible,Mapping / Survey
BLD-0482,Micro Whoop Build,FRM-0317,MTR-0229,PROP-0221,ESC-0103,BAT-0001,FC-0089,Compatible,Racing FPV
BLD-0483,Agriculture Scout Build,FRM-0118,MTR-0098,PROP-0219,ESC-0240,BAT-0107,FC-0241,Compatible,Freestyle FPV
BLD-0484,Agriculture Scout Build,FRM-0486,MTR-0137,PROP-0288,ESC-0298,BAT-0198,FC-0057,Compatible,Racing FPV
BLD-0485,Agriculture Scout Build,FRM-0129,MTR-0127,PROP-0281,ESC-0118,BAT-0282,FC-0014,Compatible,Long Range FPV
BLD-0486,3in Cinewhoop Build,FRM-0303,MTR-0497,PROP-0111,ESC-0110,BAT-0142,FC-0155,Compatible,Long Range FPV
BLD-0487,Micro Whoop Build,FRM-0274,MTR-0494,PROP-0296,ESC-0117,BAT-0055,FC-0155,Compatible,Long Range FPV
BLD-0488,Agriculture Scout Build,FRM-0141,MTR-0348,PROP-0201,ESC-0047,BAT-0167,FC-0142,Compatible,Agriculture Monitoring
BLD-0489,5in Freestyle Build,FRM-0062,MTR-0200,PROP-0118,ESC-0192,BAT-0045,FC-0226,Compatible,Cinematic FPV
BLD-0490,Mapping UAV Build,FRM-0148,MTR-0133,PROP-0286,ESC-0207,BAT-0293,FC-0273,Compatible,Agriculture Monitoring
BLD-0491,Mapping UAV Build,FRM-0094,MTR-0261,PROP-0106,ESC-0267,BAT-0039,FC-0319,Compatible,Long Range FPV
BLD-0492,Mapping UAV Build,FRM-0497,MTR-0222,PROP-0253,ESC-0011,BAT-0147,FC-0084,Compatible,Long Range FPV
BLD-0493,Racing Build,FRM-0408,MTR-0194,PROP-0135,ESC-0222,BAT-0254,FC-0065,Compatible,Freestyle FPV
BLD-0494,Agriculture Scout Build,FRM-0156,MTR-0035,PROP-0033,ESC-0068,BAT-0189,FC-0012,Compatible,Mapping / Survey
BLD-0495,5in Freestyle Build,FRM-0408,MTR-0040,PROP-0022,ESC-0001,BAT-0138,FC-0002,Compatible,Freestyle FPV
BLD-0496,Mapping UAV Build,FRM-0232,MTR-0167,PROP-0220,ESC-0095,BAT-0266,FC-0143,Compatible,Freestyle FPV
BLD-0497,5in Freestyle Build,FRM-0389,MTR-0424,PROP-0093,ESC-0157,BAT-0213,FC-0264,Compatible,Cinematic FPV
BLD-0498,Racing Build,FRM-0258,MTR-0243,PROP-0032,ESC-0068,BAT-0179,FC-0303,Compatible,Cinematic FPV
BLD-0499,5in Freestyle Build,FRM-0040,MTR-0378,PROP-0131,ESC-0101,BAT-0240,FC-0376,Compatible,Cinematic FPV
BLD-0500,5in Freestyle Build,FRM-0101,MTR-0201,PROP-0201,ESC-0083,BAT-0121,FC-0301,Compatible,Agriculture Monitoring
BLD-0501,3in Cinewhoop Build,FRM-0442,MTR-0467,PROP-0167,ESC-0123,BAT-0101,FC-0229,Compatible,Freestyle FPV
BLD-0502,Racing Build,FRM-0210,MTR-0141,PROP-0178,ESC-0208,BAT-0226,FC-0366,Compatible,Agriculture Monitoring
BLD-0503,Racing Build,FRM-0362,MTR-0413,PROP-0141,ESC-0292,BAT-0172,FC-0245,Compatible,Cinematic FPV
BLD-0504,7in Long Range Build,FRM-0108,MTR-0055,PROP-0009,ESC-0012,BAT-0250,FC-0095,Compatible,Cinematic FPV
BLD-0505,Mapping UAV Build,FRM-0463,MTR-0447,PROP-0018,ESC-0129,BAT-0241,FC-0166,Compatible,Long Range FPV
BLD-0506,Agriculture Scout Build,FRM-0451,MTR-0178,PROP-0294,ESC-0104,BAT-0176,FC-0135,Compatible,Freestyle FPV
BLD-0507,Racing Build,FRM-0355,MTR-0173,PROP-0233,ESC-0047,BAT-0180,FC-0287,Compatible,Agriculture Monitoring
BLD-0508,Micro Whoop Build,FRM-0148,MTR-0320,PROP-0055,ESC-0287,BAT-0158,FC-0260,Compatible,Freestyle FPV
BLD-0509,Agriculture Scout Build,FRM-0490,MTR-0173,PROP-0180,ESC-0294,BAT-0012,FC-0149,Compatible,Cinematic FPV
BLD-0510,Racing Build,FRM-0453,MTR-0370,PROP-0018,ESC-0174,BAT-0295,FC-0146,Compatible,Long Range FPV
BLD-0511,7in Long Range Build,FRM-0081,MTR-0292,PROP-0272,ESC-0086,BAT-0117,FC-0042,Compatible,Freestyle FPV
BLD-0512,3in Cinewhoop Build,FRM-0138,MTR-0072,PROP-0071,ESC-0177,BAT-0101,FC-0172,Compatible,Long Range FPV
BLD-0513,7in Long Range Build,FRM-0376,MTR-0113,PROP-0279,ESC-0029,BAT-0083,FC-0097,Compatible,Agriculture Monitoring
BLD-0514,3in Cinewhoop Build,FRM-0379,MTR-0234,PROP-0081,ESC-0272,BAT-0025,FC-0351,Compatible,Freestyle FPV
BLD-0515,Mapping UAV Build,FRM-0408,MTR-0367,PROP-0056,ESC-0256,BAT-0147,FC-0167,Compatible,Racing FPV
BLD-0516,Mapping UAV Build,FRM-0341,MTR-0119,PROP-0018,ESC-0008,BAT-0182,FC-0123,Compatible,Agriculture Monitoring
BLD-0517,5in Freestyle Build,FRM-0062,MTR-0192,PROP-0040,ESC-0290,BAT-0277,FC-0268,Compatible,Cinematic FPV
BLD-0518,Racing Build,FRM-0353,MTR-0328,PROP-0101,ESC-0208,BAT-0243,FC-0135,Compatible,Mapping / Survey
BLD-0519,Mapping UAV Build,FRM-0121,MTR-0135,PROP-0167,ESC-0214,BAT-0234,FC-0141,Compatible,Long Range FPV
BLD-0520,5in Freestyle Build,FRM-0105,MTR-0464,PROP-0203,ESC-0162,BAT-0211,FC-0368,Compatible,Cinematic FPV
BLD-0521,Micro Whoop Build,FRM-0347,MTR-0273,PROP-0059,ESC-0005,BAT-0115,FC-0216,Compatible,Mapping / Survey
BLD-0522,Racing Build,FRM-0478,MTR-0393,PROP-0042,ESC-0037,BAT-0109,FC-0002,Compatible,Mapping / Survey
BLD-0523,Racing Build,FRM-0379,MTR-0172,PROP-0214,ESC-0086,BAT-0147,FC-0221,Compatible,Long Range FPV
BLD-0524,3in Cinewhoop Build,FRM-0254,MTR-0376,PROP-0260,ESC-0265,BAT-0073,FC-0154,Compatible,Agriculture Monitoring
BLD-0525,5in Freestyle Build,FRM-0491,MTR-0150,PROP-0170,ESC-0280,BAT-0057,FC-0363,Compatible,Freestyle FPV
BLD-0526,Racing Build,FRM-0326,MTR-0461,PROP-0165,ESC-0221,BAT-0224,FC-0268,Compatible,Long Range FPV
BLD-0527,3in Cinewhoop Build,FRM-0484,MTR-0320,PROP-0298,ESC-0192,BAT-0067,FC-0240,Compatible,Agriculture Monitoring
BLD-0528,Agriculture Scout Build,FRM-0057,MTR-0221,PROP-0153,ESC-0288,BAT-0180,FC-0131,Compatible,Agriculture Monitoring
BLD-0529,7in Long Range Build,FRM-0070,MTR-0175,PROP-0091,ESC-0143,BAT-0034,FC-0324,Compatible,Long Range FPV
BLD-0530,5in Freestyle Build,FRM-0251,MTR-0268,PROP-0026,ESC-0261,BAT-0250,FC-0343,Compatible,Mapping / Survey
BLD-0531,3in Cinewhoop Build,FRM-0397,MTR-0393,PROP-0095,ESC-0014,BAT-0075,FC-0135,Compatible,Racing FPV
BLD-0532,Agriculture Scout Build,FRM-0271,MTR-0270,PROP-0286,ESC-0118,BAT-0041,FC-0027,Compatible,Racing FPV
BLD-0533,5in Freestyle Build,FRM-0221,MTR-0206,PROP-0230,ESC-0215,BAT-0285,FC-0023,Compatible,Cinematic FPV
BLD-0534,Micro Whoop Build,FRM-0089,MTR-0040,PROP-0033,ESC-0218,BAT-0139,FC-0081,Compatible,Cinematic FPV
BLD-0535,Micro Whoop Build,FRM-0049,MTR-0350,PROP-0297,ESC-0001,BAT-0168,FC-0083,Compatible,Agriculture Monitoring
BLD-0536,7in Long Range Build,FRM-0293,MTR-0098,PROP-0018,ESC-0267,BAT-0156,FC-0165,Compatible,Long Range FPV
BLD-0537,Agriculture Scout Build,FRM-0356,MTR-0146,PROP-0064,ESC-0049,BAT-0165,FC-0324,Compatible,Long Range FPV
BLD-0538,5in Freestyle Build,FRM-0392,MTR-0260,PROP-0068,ESC-0059,BAT-0093,FC-0031,Compatible,Racing FPV
BLD-0539,Racing Build,FRM-0335,MTR-0057,PROP-0194,ESC-0069,BAT-0162,FC-0001,Compatible,Freestyle FPV
BLD-0540,Mapping UAV Build,FRM-0097,MTR-0225,PROP-0026,ESC-0280,BAT-0272,FC-0252,Compatible,Agriculture Monitoring
BLD-0541,3in Cinewhoop Build,FRM-0329,MTR-0236,PROP-0060,ESC-0120,BAT-0197,FC-0081,Compatible,Racing FPV
BLD-0542,7in Long Range Build,FRM-0165,MTR-0061,PROP-0207,ESC-0208,BAT-0061,FC-0290,Compatible,Racing FPV
BLD-0543,Agriculture Scout Build,FRM-0407,MTR-0222,PROP-0087,ESC-0110,BAT-0275,FC-0211,Compatible,Long Range FPV
BLD-0544,Racing Build,FRM-0313,MTR-0352,PROP-0035,ESC-0034,BAT-0247,FC-0356,Compatible,Cinematic FPV
BLD-0545,Micro Whoop Build,FRM-0400,MTR-0064,PROP-0055,ESC-0108,BAT-0153,FC-0178,Compatible,Mapping / Survey
BLD-0546,3in Cinewhoop Build,FRM-0004,MTR-0450,PROP-0029,ESC-0016,BAT-0010,FC-0125,Compatible,Mapping / Survey
BLD-0547,Racing Build,FRM-0352,MTR-0073,PROP-0294,ESC-0111,BAT-0187,FC-0006,Compatible,Mapping / Survey
BLD-0548,Mapping UAV Build,FRM-0349,MTR-0302,PROP-0161,ESC-0110,BAT-0168,FC-0032,Compatible,Cinematic FPV
BLD-0549,3in Cinewhoop Build,FRM-0358,MTR-0143,PROP-0260,ESC-0018,BAT-0234,FC-0371,Compatible,Long Range FPV
BLD-0550,3in Cinewhoop Build,FRM-0219,MTR-0372,PROP-0050,ESC-0298,BAT-0121,FC-0355,Compatible,Racing FPV
BLD-0551,5in Freestyle Build,FRM-0021,MTR-0476,PROP-0166,ESC-0205,BAT-0064,FC-0041,Compatible,Long Range FPV
BLD-0552,Racing Build,FRM-0109,MTR-0078,PROP-0170,ESC-0206,BAT-0047,FC-0358,Compatible,Freestyle FPV
BLD-0553,Racing Build,FRM-0499,MTR-0272,PROP-0143,ESC-0121,BAT-0258,FC-0183,Compatible,Cinematic FPV
BLD-0554,Racing Build,FRM-0418,MTR-0066,PROP-0212,ESC-0162,BAT-0034,FC-0091,Compatible,Freestyle FPV
BLD-0555,7in Long Range Build,FRM-0326,MTR-0413,PROP-0217,ESC-0034,BAT-0086,FC-0056,Compatible,Freestyle FPV
BLD-0556,Micro Whoop Build,FRM-0005,MTR-0153,PROP-0271,ESC-0281,BAT-0206,FC-0001,Compatible,Mapping / Survey
BLD-0557,7in Long Range Build,FRM-0212,MTR-0484,PROP-0128,ESC-0295,BAT-0137,FC-0320,Compatible,Mapping / Survey
BLD-0558,Micro Whoop Build,FRM-0078,MTR-0351,PROP-0128,ESC-0181,BAT-0068,FC-0305,Compatible,Racing FPV
BLD-0559,5in Freestyle Build,FRM-0471,MTR-0055,PROP-0297,ESC-0042,BAT-0128,FC-0131,Compatible,Cinematic FPV
BLD-0560,Agriculture Scout Build,FRM-0402,MTR-0036,PROP-0114,ESC-0284,BAT-0159,FC-0074,Compatible,Freestyle FPV
BLD-0561,3in Cinewhoop Build,FRM-0161,MTR-0109,PROP-0136,ESC-0289,BAT-0035,FC-0093,Compatible,Cinematic FPV
BLD-0562,Agriculture Scout Build,FRM-0311,MTR-0106,PROP-0126,ESC-0243,BAT-0298,FC-0104,Compatible,Cinematic FPV
BLD-0563,3in Cinewhoop Build,FRM-0467,MTR-0374,PROP-0186,ESC-0064,BAT-0092,FC-0106,Compatible,Long Range FPV
BLD-0564,5in Freestyle Build,FRM-0154,MTR-0271,PROP-0109,ESC-0164,BAT-0167,FC-0238,Compatible,Cinematic FPV
BLD-0565,7in Long Range Build,FRM-0014,MTR-0155,PROP-0294,ESC-0154,BAT-0097,FC-0342,Compatible,Cinematic FPV
BLD-0566,Micro Whoop Build,FRM-0363,MTR-0372,PROP-0005,ESC-0215,BAT-0031,FC-0207,Compatible,Mapping / Survey
BLD-0567,Racing Build,FRM-0425,MTR-0017,PROP-0277,ESC-0045,BAT-0255,FC-0115,Compatible,Racing FPV
BLD-0568,7in Long Range Build,FRM-0203,MTR-0452,PROP-0257,ESC-0147,BAT-0098,FC-0167,Compatible,Cinematic FPV
BLD-0569,Micro Whoop Build,FRM-0090,MTR-0202,PROP-0198,ESC-0201,BAT-0093,FC-0358,Compatible,Cinematic FPV
BLD-0570,3in Cinewhoop Build,FRM-0250,MTR-0275,PROP-0206,ESC-0108,BAT-0156,FC-0001,Compatible,Mapping / Survey
BLD-0571,Micro Whoop Build,FRM-0065,MTR-0498,PROP-0028,ESC-0148,BAT-0108,FC-0314,Compatible,Racing FPV
BLD-0572,Agriculture Scout Build,FRM-0222,MTR-0368,PROP-0075,ESC-0208,BAT-0052,FC-0165,Compatible,Long Range FPV
BLD-0573,Mapping UAV Build,FRM-0201,MTR-0028,PROP-0048,ESC-0188,BAT-0081,FC-0123,Compatible,Mapping / Survey
BLD-0574,7in Long Range Build,FRM-0038,MTR-0280,PROP-0200,ESC-0285,BAT-0030,FC-0042,Compatible,Long Range FPV
BLD-0575,3in Cinewhoop Build,FRM-0156,MTR-0282,PROP-0274,ESC-0174,BAT-0189,FC-0204,Compatible,Freestyle FPV
BLD-0576,Racing Build,FRM-0062,MTR-0371,PROP-0212,ESC-0112,BAT-0061,FC-0099,Compatible,Cinematic FPV
BLD-0577,Agriculture Scout Build,FRM-0046,MTR-0326,PROP-0067,ESC-0227,BAT-0005,FC-0125,Compatible,Agriculture Monitoring
BLD-0578,Racing Build,FRM-0066,MTR-0088,PROP-0022,ESC-0043,BAT-0182,FC-0252,Compatible,Agriculture Monitoring
BLD-0579,Agriculture Scout Build,FRM-0374,MTR-0183,PROP-0283,ESC-0037,BAT-0142,FC-0367,Compatible,Long Range FPV
BLD-0580,7in Long Range Build,FRM-0023,MTR-0016,PROP-0054,ESC-0246,BAT-0242,FC-0328,Compatible,Racing FPV
BLD-0581,7in Long Range Build,FRM-0427,MTR-0232,PROP-0136,ESC-0122,BAT-0025,FC-0113,Compatible,Long Range FPV
BLD-0582,3in Cinewhoop Build,FRM-0199,MTR-0001,PROP-0261,ESC-0205,BAT-0018,FC-0181,Compatible,Racing FPV
BLD-0583,Mapping UAV Build,FRM-0226,MTR-0204,PROP-0109,ESC-0272,BAT-0035,FC-0134,Compatible,Long Range FPV
